,mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,max_energy,unc_me.1,log_ft,unc_lf,transition_type,anti_nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
18,87.3,1.3,0.26,0.03,,1881.7,313,4,7.6,,A,225.5,2.9,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
19,93.0,1.3,0.0097,0.0003,,1936.76,332,4,6.6,,A,404.2,2.9,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
20,93.0,1.3,0.029,0.007,,1863.1,332,4,8.7,,A,238.8,3.2,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
21,98.9,1.3,0.17,0.03,,1843.9,351,4,8.0,,,251.6,3.2,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
22,101.0,1.3,0.0508,0.0008,,1911.1,358,4,6.0,,A,423.6,2.6,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
23,108.9,1.3,1.64,0.16,,1811.6,383,4,7.1,,A,274.0,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
24,112.3,1.3,0.0256,0.0003,,1874.88,394,4,6.4,,A,429.5,2.7,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
25,114.8,1.3,0.42,0.08,,1793.1,402,4,7.8,,A,287.0,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
26,116.0,1.3,0.0032,0.0004,,1863.15,406,4,7.4,,A,447.6,2.6,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
27,117.6,1.3,0.063,0.012,,1784.2,411,4,8.6,,A,293.1,2.9,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
28,118.1,1.3,8.0,3.0,,1782.6,412,4,6.5,,A,294.1,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
29,121.8,1.3,0.134,0.018,,1770.8,424,4,8.3,,A,302.0,2.9,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
30,124.7,1.3,3.0,0.3,,1761.9,433,4,7.0,,1NU,307.7,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
31,132.3,1.4,0.81,0.11,,1738.2,457,4,7.7,,A,324.4,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
32,132.5,1.4,1.2,0.14,,1737.4,458,4,7.5,,A,324.7,2.8,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
33,133.3,1.3,0.0149,0.0004,,1809.0,460,4,6.9,,A,454.1,2.6,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
34,137.1,1.3,34.0,4.0,,1723.4,472,5,6.1,,A,334.1,3.3,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
35,137.2,1.3,12.9,1.2,,1722.9,472,4,6.5,,1NU,334.4,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
36,137.4,1.4,0.0022,0.0003,,1796.4,473,4,7.7,,A,458.8,2.6,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
37,142.3,1.4,0.0355,0.0008,,1781.27,488,4,6.6,,,461.4,2.7,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
38,146.8,1.4,7.3,0.8,,1693.4,502,4,6.9,,1NU,354.3,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
39,160.1,1.4,0.99,0.13,,1653.7,541,4,7.8,,A,380.7,2.8,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
40,164.6,1.3,0.19,0.04,,1650.0,545,4,8.6,,1U,383.3,3.0,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
41,171.2,1.4,0.0025,0.0004,,1693.8,575,4,8.0,,A,481.3,2.7,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
42,171.4,1.4,0.036,0.021,,1619.5,575,4,9.3,,2NU,404.2,2.9,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
43,180.1,1.4,0.0061,0.0005,,1667.4,602,4,7.6,,A,485.0,2.6,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
44,181.7,1.4,0.8,,,1588.8,606,4,8.1,,A,423.6,2.6,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
45,184.1,1.4,0.05,0.03,,1581.7,613,4,9.3,,1NU,429.5,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
46,194.0,1.4,20.4,1.8,2.2e-09,1552.6,642,4,6.8,,A,447.6,2.6,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
47,197.1,1.4,0.1,0.1,,1543.7,651,4,9.1,,A,454.1,2.6,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
48,199.3,1.4,1.0,,,1537.3,658,4,8.1,,A,458.8,2.6,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
49,200.6,1.4,0.26,0.04,,1533.3,662,4,8.7,,1NU,461.4,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
50,202.5,1.4,0.00126,0.00023,,1601.81,667,4,8.5,,1NU,492.0,2.8,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
51,205.8,1.4,0.0233,0.0018,,1592.38,677,4,7.2,,A,516.9,2.7,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
52,211.3,1.4,0.26,0.04,,1502.4,693,4,8.8,,,481.3,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
53,213.3,1.4,0.00194,0.00021,,1570.61,698,4,8.4,,1NU,603.4,2.7,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
54,213.5,1.4,2.8,,,1496.1,699,4,7.7,,A,485.0,2.6,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
55,216.9,1.4,0.12,0.03,,1486.2,709,4,9.1,,1NU,492.0,2.8,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
56,219.2,1.4,0.0321,0.0006,,1553.69,715,4,7.2,,A,666.4,3.5,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
57,230.4,1.4,0.11,0.03,,1447.5,747,4,9.3,,1NU,516.9,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
58,237.6,1.5,0.0127,0.0006,,1501.0,768,4,7.7,,A,693.9,4.4,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
59,261.1,1.5,0.0097,0.0004,,1435.11,834,4,7.9,,A,720.9,2.3,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
60,278.7,1.5,0.12,0.019,,1312.2,883,4,9.5,,1NU,603.4,2.7,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
61,312.6,1.4,3.4,,,1194.8,1000,5,8.7,,1U,693.9,4.4,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
62,314.2,1.5,0.18,0.13,,1214.7,980,4,9.4,,A,666.4,3.5,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
63,333.1,1.5,0.0109,0.0007,,1237.35,1032,4,8.2,,A,742.9,2.5,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
64,346.5,1.5,3.0,1.2,,1127.5,1067,4,8.4,,1NU,720.9,2.3,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
65,356.7,1.5,0.0045,0.0003,,1174.1,1095,4,8.7,,,756.2,4.2,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
66,360.1,1.5,1.18,0.22,,1090.9,1104,4,8.8,,A,742.9,2.5,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
67,361.0,1.5,0.0043,0.0004,,1126.37,1143,4,9.4,,1U,785.5,4.1,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
68,368.3,1.5,7.9,,,1069.3,1126,5,8.0,,1NU,756.2,4.2,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
69,383.6,1.4,2.0,1.9,7.6e-10,989.4,1206,5,9.0,,1U,829.8,4.5,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
70,385.4,1.6,4.8,0.8,,1023.9,1171,4,8.3,,A,785.5,4.1,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
71,405.6,1.6,1.002,0.013,,1044.539,1224,4,6.5,,1NU,785.6,4.0,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
72,406.4,1.6,2.1,,,968.4,1227,4,8.7,,A,820.5,3.1,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
73,408.7,1.6,0.4,,,962.6,1232,4,9.4,,1NU,823.4,3.8,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
74,414.4,1.6,0.8,,,947.6,1247,4,9.2,,A,833.0,2.8,91,143,Pa,,0.0,,4+,6.7,,5,h,24120.0,180.0,B-,100.0,,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
75,426.7,1.6,0.009,0.003,,989.389,1280,4,8.6,,2NU,829.8,4.5,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
76,496.0,1.6,0.948,0.013,1e-10,809.96,1459,4,6.8,,1NU,820.5,3.1,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
77,505.3,1.6,0.059,0.004,,786.312,1483,4,8.0,,A,823.4,3.8,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
78,820.5,1.7,97.57,0.04,,0.0,2290,20,5.5,,1NU,833.0,2.8,91,143,Pa,X,73.92,,(0-),1.159,,11,m,69.54,0.66,B-,99.84,0.04,2194,4,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
