Library index,Radionuclide,Radiation number,Key radiation Boolean,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
542,Ra-223,28,0,255.7,0.3,0.005418,0.0030101210939096,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
543,Ra-223,29,0,260.4,0.3,0.006622,0.0030101808915744,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
544,Ra-223,30,0,269.463,0.01,13.3042,0.0937058077175582,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
545,Ra-223,31,0,286.0,0.4,0.001204,0.0006020298995897,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
546,Ra-223,32,0,288.18,0.03,0.148694,0.0025194334680638,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
547,Ra-223,33,0,323.871,0.01,3.6421,0.0256044156348079,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
548,Ra-223,34,0,328.38,0.03,0.202272,0.0020682601383771,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
549,Ra-223,35,0,334.01,0.06,0.075551,0.0006597723016314,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
550,Ra-223,36,0,338.282,0.01,2.60064,0.0181047442401156,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
551,Ra-223,37,0,342.87,0.04,0.17458,0.0043028706696808,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
552,Ra-223,38,0,355.5,0.2,0.0043946,0.0014449659684573,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
553,Ra-223,39,0,355.7,0.2,0.0029498,0.0014448747800415,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
554,Ra-223,40,0,362.052,0.017,0.0264278,0.0019909606851969,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
555,Ra-223,41,0,362.9,0.2,0.0186018,0.0009077457188001,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
556,Ra-223,42,0,368.56,0.12,0.0134246,0.000367343231869,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
557,Ra-223,43,0,371.676,0.015,0.434644,0.0037083225318194,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
558,Ra-223,44,0,372.9,0.1,0.083076,0.0180647445595004,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
559,Ra-223,45,0,376.1,0.2,0.0055384,0.0003022627333959,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
560,Ra-223,46,0,382.8,0.5,0.0018662,0.0004816897860656,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
561,Ra-223,47,0,387.7,0.2,0.0051772,0.0006627024068162,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
562,Ra-223,48,0,390.1,0.2,0.0052374,0.000602565523408,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
563,Ra-223,49,0,430.6,0.3,0.0234178,0.000554225703121,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
564,Ra-223,50,0,432.12,0.11,0.0312438,0.0013933268281347,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
565,Ra-223,51,0,445.033,0.012,1.218448,0.0085504142589701,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
566,Ra-223,52,0,487.5,0.2,0.0065618,0.0006630068853337,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
567,Ra-223,53,0,490.8,0.3,0.0017458,0.0007224523859743,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
568,Ra-223,54,0,500.0,0.4,0.0013846,0.0004816494264504,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
569,Ra-223,55,0,523.2,0.4,0.0017458,0.0005418698459962,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
570,Ra-223,56,0,527.611,0.013,0.0660394,0.0008489814897864,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
571,Ra-223,57,0,532.9,0.4,0.001806,0.0006020672719887,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
572,Ra-223,58,0,537.6,0.1,0.0029498,0.0004818242937005,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
573,Ra-223,59,0,542.0,0.4,0.0016856,0.0004214837126153,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
574,Ra-223,60,0,545.8,0.5,0.0020468,0.0008428617205686,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
575,Ra-223,61,0,574.1,0.7,0.0020468,0.0008428617205686,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
576,Ra-223,62,0,579.6,0.3,0.0014448,0.0006020430549387,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
577,Ra-223,63,0,584.3,0.3,0.0014448,0.0006020430549387,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
578,Ra-223,64,0,594.0,0.3,0.0014448,0.0006020430549387,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
579,Ra-223,65,0,598.721,0.024,0.0862064,0.0012218161072763,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
580,Ra-223,66,0,609.31,0.04,0.0305214,0.0015126663247392,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
581,Ra-223,67,0,619.1,0.4,0.004816,0.0006024782153738,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
582,Ra-223,68,0,623.5,0.3,0.0076454,0.0007835268789263,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
583,Ra-223,69,0,631.7,0.7,0.004214,0.0030100732549225,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
584,Ra-223,70,0,641.7,0.4,0.0017458,0.0007224523859743,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
585,Ra-223,71,0,646.1,0.5,0.004214,0.0042140523252565,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
586,Ra-223,72,0,711.3,0.2,0.0033712,0.0003014684726468,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
587,Ra-223,73,0,718.4,0.4,0.0014448,0.0006020430549387,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
588,Ra-223,74,0,728.4,0.8,0.0025284,0.0006623198623021,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
589,Ra-223,75,0,14.088,,23.0,0.9,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
590,Ra-223,76,0,81.07,,15.42,0.17,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
591,Ra-223,77,1,83.789,,25.4,0.3,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
592,Ra-223,78,0,94.878,,8.82,0.15,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
593,Ra-223,79,0,96.054,,11.64,0.2,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
594,Ra-223,80,0,97.53,,2.82,0.07,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
595,Bi-215,6,0,271.1,0.1,4.031,0.4843727903175404,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
596,Bi-215,8,0,293.5,0.1,48.928,5.835860262206421,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
597,Bi-215,11,0,384.0,1.0,0.278,0.1426359001093343,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
598,Bi-215,12,0,401.6,1.0,0.973,0.1785077029150283,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
599,Bi-215,16,0,517.5,0.2,2.085,0.2773463538610162,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
600,Bi-215,17,0,542.7,2.5,0.417,0.1470544116985274,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
601,Bi-215,18,0,564.4,0.5,1.39,0.2119457477752266,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
602,Bi-215,19,0,609.0,0.5,1.39,0.2119457477752266,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
603,Bi-215,20,0,677.6,1.0,0.834,0.1689289791598824,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
604,Bi-215,22,0,776.9,0.1,1.668,0.3378579583197649,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
605,Bi-215,23,0,784.0,2.0,0.695,0.1603776792449622,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
606,Bi-215,24,0,806.5,2.2,0.834,0.1689289791598824,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
607,Bi-215,25,0,836.3,1.0,1.251,0.2001424492705133,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
608,Bi-215,26,0,905.0,2.0,0.417,0.1470544116985274,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
609,Bi-215,27,0,1023.1,1.2,1.251,0.2001424492705133,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
610,Bi-215,28,0,1104.5,0.5,3.058,0.3784507894033251,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
611,Bi-215,29,0,1127.7,0.7,0.973,0.1785077029150283,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
612,Bi-215,30,0,1294.5,0.3,1.251,0.2001424492705133,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
613,Bi-215,31,0,1399.2,0.4,1.668,0.2370337528707673,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
614,Bi-215,34,0,13.292,,8.8158743977993,0.9263671575231354,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
615,Bi-215,36,0,76.862,,6.237255001882334,0.7282883438478007,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
616,Bi-215,39,0,79.29,,10.38676936200222,1.212032097959306,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
617,Bi-215,45,0,89.837,,3.575877094290957,0.4205246456193722,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
618,Bi-215,46,0,90.941,,4.687974870615444,0.5510178122265381,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
619,Bi-215,48,0,92.315,,1.1120977763244877,0.1319996538506972,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
620,Pb-211,1,0,65.42,0.014,0.07746,0.0052060057625784,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
621,Pb-211,2,0,81.0,0.2,0.045185,0.0116253768110973,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
622,Pb-211,3,0,83.8,0.1,0.058095,0.0090505466133267,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
623,Pb-211,4,0,88.2,0.2,0.016783,0.0038756390440803,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
624,Pb-211,5,0,94.3,0.3,0.011619,0.0025838972502791,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
625,Pb-211,6,0,95.0,0.2,0.018074,0.002586588486791,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
626,Pb-211,7,0,97.3,0.2,0.011619,0.0012947903305168,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
627,Pb-211,8,0,244.0,,0.03873,0.0129142169720041,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
628,Pb-211,9,0,313.59,0.09,0.030984,0.0038819872488198,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
629,Pb-211,10,0,342.91,0.04,0.034857,0.0051725337118282,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
630,Pb-211,11,0,362.072,0.017,0.042603,0.0026073919920104,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
631,Pb-211,12,1,404.853,0.01,3.78263,0.0608725102160244,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
632,Pb-211,13,0,427.088,0.01,1.75576,0.0415188451188132,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
633,Pb-211,14,0,430.0,1.0,0.006455,0.0025825857197777,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
634,Pb-211,15,0,478.0,0.4,0.01291,0.0025843420826198,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
635,Pb-211,16,0,479.62,0.2,0.005164,0.0012917495887361,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
636,Pb-211,17,0,481.1,0.4,0.02582,0.0051686841652397,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
637,Pb-211,18,0,481.92,0.12,0.010328,0.0012939957496066,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
638,Pb-211,19,0,491.82,0.12,0.0041312,0.0007753993809644,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
639,Pb-211,20,0,494.2,0.3,0.0016783,0.0006456583771624,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
640,Pb-211,21,0,500.4,0.5,0.011619,0.0025838972502791,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
641,Pb-211,22,0,502.0,0.2,0.0036148,0.0007752121000087,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
642,Pb-211,23,0,504.12,0.12,0.0058095,0.0007761800113375,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
643,Pb-211,24,0,609.38,0.04,0.042603,0.0064651986821752,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
644,Pb-211,25,0,676.69,0.07,0.01291,0.0038745617816728,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
645,Pb-211,26,0,704.64,0.03,0.462178,0.0110532994169162,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
646,Pb-211,27,0,766.51,0.03,0.617098,0.0163599702933715,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
647,Pb-211,28,0,832.01,0.03,3.52443,0.0597368437398562,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
648,Pb-211,29,0,865.93,0.14,0.0059386,0.0003905914105558,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
649,Pb-211,30,0,951.0,,0.021947,0.012911354266691,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
650,Pb-211,31,0,1014.64,0.05,0.0172994,0.0005370248783808,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
651,Pb-211,32,0,1080.16,0.06,0.0122645,0.0006539040449484,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
652,Pb-211,33,0,1090.5,0.5,0.002582,0.000645874794368,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
653,Pb-211,34,0,1103.52,0.2,0.0046476,0.0006467135455516,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
654,Pb-211,35,0,1109.48,0.05,0.114899,0.0039948178932211,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
655,Pb-211,36,0,1196.33,0.05,0.0101989,0.0003969293387997,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
656,Pb-211,37,0,1234.3,0.4,0.001291,0.0002584342082619,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
657,Pb-211,38,0,1270.71,0.08,0.0068423,0.0005196805268624,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
658,Pb-211,39,0,12.904,,0.4928582033163666,0.0259300941320539,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
659,Pb-211,40,0,74.815,,0.2235260956987074,0.0097869966554376,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
660,Pb-211,41,0,77.108,,0.3739770716056675,0.0162995435888418,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
661,Pb-211,42,0,87.388,,0.1281017510300344,0.0058925205792215,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
662,Pb-211,43,0,88.458,,0.1673008868452249,0.0076689307281142,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
