Library index,Radionuclide,Radiation number,Priority number,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
397,Ac-228,56,0,1495.91,0.02,0.86,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
398,Ac-228,57,0,1501.57,0.05,0.46,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
399,Ac-228,58,0,1557.11,0.04,0.178,0.013,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
400,Ac-228,59,0,1580.53,0.03,0.6,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
401,Ac-228,60,0,1588.2,0.03,3.22,0.08,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
402,Ac-228,61,0,1625.06,0.05,0.255,0.018,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
403,Ac-228,62,0,1630.627,0.01,1.51,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
404,Ac-228,63,0,1638.281,0.01,0.47,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
405,Ac-228,64,0,1666.523,0.013,0.178,0.013,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
406,Ac-228,65,0,15.784,,33.4,2.1,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
407,Ac-228,66,0,89.954,,2.01,0.19,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
408,Ac-228,67,0,93.347,,3.2,0.3,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
409,Ac-228,68,0,105.566,,1.16,0.11,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
410,Ac-228,69,0,106.894,,1.54,0.15,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
411,Ac-228,70,0,108.58,,0.39,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
412,Th-228,1,1,84.373,0.003,1.188,0.0389525873851789,0.0,0+,1.9116,16,Y,60324219.69303007,A,100.0,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27,ENSDF
413,Th-228,2,3,131.613,0.004,0.127116,0.0040509959269295,0.0,0+,1.9116,16,Y,60324219.69303007,A,100.0,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27,ENSDF
414,Th-228,3,0,166.41,0.004,0.1008612,0.0032194401563004,0.0,0+,1.9116,16,Y,60324219.69303007,A,100.0,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27,ENSDF
415,Th-228,4,2,215.983,0.005,0.2468664,0.0076640688305886,0.0,0+,1.9116,16,Y,60324219.69303007,A,100.0,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27,ENSDF
416,Th-228,5,0,14.92,,8.423934393021918,,0.0,0+,1.9116,16,Y,60324219.69303007,A,100.0,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27,ENSDF
417,Ra-224,1,1,240.986,0.006,4.1,0.05,0.0,0+,3.6316,23,d,313770.24,A,100.0,,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
418,Ra-224,2,0,14.088,,0.370883569840672,0.0155695984727256,0.0,0+,3.6316,23,d,313770.24,A,100.0,,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
419,Ra-224,3,3,81.07,,0.1292859873976533,0.0025931441566835,0.0,0+,3.6316,23,d,313770.24,A,100.0,,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
420,Ra-224,4,2,83.789,,0.2132728264560431,0.0041863046370123,0.0,0+,3.6316,23,d,313770.24,A,100.0,,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
421,Rn-220,1,1,549.73,0.05,0.114,0.017,0.0,0+,55.6,1,s,55.6,A,100.0,,1-Mar-2007,S. -C. WU,2024-04-27,ENSDF
422,Pb-212,1,0,115.183,0.005,0.596448,0.0092130629000349,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
423,Pb-212,2,1,238.632,0.002,43.6,0.5307178534777213,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
424,Pb-212,3,0,300.087,0.01,3.30052,0.0429924272401547,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
425,Pb-212,4,0,12.904,,13.675041642107743,0.5935201393942592,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
426,Pb-212,5,3,74.815,,10.027299973093202,0.1775554060852978,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
427,Pb-212,6,2,77.108,,16.776476448206797,0.2886577667150119,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
428,Pb-212,7,0,87.388,,5.746598313908116,0.1300738981555566,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
429,Pb-212,8,0,88.458,,7.505057397964,0.167428922776184,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
430,Pb-212,9,0,89.784,,1.7584590840558836,0.0490900478007099,0.0,0+,10.622,7,h,38239.2,B-,100.0,,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
431,Bi-212,1,0,39.857,0.004,1.06,0.09,0.0,1(-),60.55,6,m,3633.0,A,35.94,0.06,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
432,Bi-212,2,0,288.2,0.04,0.337,0.003,0.0,1(-),60.55,6,m,3633.0,A,35.94,0.06,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
433,Bi-212,3,0,328.03,0.04,0.125,0.006,0.0,1(-),60.55,6,m,3633.0,A,35.94,0.06,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
434,Bi-212,4,0,452.98,0.05,0.363,0.003,0.0,1(-),60.55,6,m,3633.0,A,35.94,0.06,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
435,Bi-212,5,1,727.33,0.009,6.67,0.09,0.0,1(-),60.55,6,m,3633.0,B-,64.06,0.06,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
436,Bi-212,6,3,785.37,0.08,1.102,0.013,0.0,1(-),60.55,6,m,3633.0,B-,64.06,0.06,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
437,Bi-212,7,0,893.408,0.005,0.378,0.019,0.0,1(-),60.55,6,m,3633.0,B-,64.06,0.06,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
438,Bi-212,8,0,952.12,0.011,0.17,0.03,0.0,1(-),60.55,6,m,3633.0,B-,64.06,0.06,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
439,Bi-212,9,0,1078.62,0.1,0.564,0.019,0.0,1(-),60.55,6,m,3633.0,B-,64.06,0.06,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
440,Bi-212,10,0,1512.7,0.3,0.29,0.04,0.0,1(-),60.55,6,m,3633.0,B-,64.06,0.06,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
441,Bi-212,11,2,1620.5,0.1,1.47,0.03,0.0,1(-),60.55,6,m,3633.0,B-,64.06,0.06,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27,ENSDF
442,Bi-212,12,0,12.148,,6.998779634612,0.6613177757538622,0.0,1(-),60.55,6,m,3633.0,A,35.94,0.06,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
443,Tl-208,1,0,211.4,0.15,0.18,0.01,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
444,Tl-208,2,0,233.36,0.15,0.31,0.01,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
445,Tl-208,3,0,252.61,0.1,0.78,0.02,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
446,Tl-208,4,0,277.371,0.005,6.6,0.3,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
447,Tl-208,5,3,510.77,0.1,22.6,0.2,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
448,Tl-208,6,2,583.187,0.002,85.0,0.3,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
449,Tl-208,7,0,722.04,0.12,0.24,0.04,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
450,Tl-208,8,0,763.13,0.08,1.79,0.03,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
451,Tl-208,9,0,860.557,0.004,12.5,0.1,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
452,Tl-208,10,0,927.6,0.2,0.125,0.011,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
453,Tl-208,11,0,982.7,0.2,0.205,0.008,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
454,Tl-208,12,0,1093.9,0.2,0.43,0.02,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
455,Tl-208,13,1,2614.511,0.01,99.754,0.004,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
456,Tl-208,14,0,12.522,,2.77,0.12,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
457,Tl-208,15,0,72.805,,2.05,0.04,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
458,Tl-208,16,0,74.97,,3.45,0.07,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
459,Tl-208,17,0,84.986,,1.18,0.03,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
460,Tl-208,18,0,86.022,,1.53,0.04,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
461,Tl-208,19,0,87.301,,0.356,0.011,0.0,5+,3.053,4,m,183.18,B-,100.0,,1-Jun-2007,M. J. MARTIN,2024-04-27,ENSDF
462,K-40,1,1,1460.82,0.005,10.66,0.13,0.0,4-,1248000000.0,3,Y,3.938304361629082e+16,EC+B+,10.72,0.11,30-Sep-2015,JUN CHEN,2024-05-19,ENSDF
463,K-40,2,0,2.956,,0.2956421620629778,0.0077435852216381,0.0,4-,1248000000.0,3,Y,3.938304361629082e+16,EC+B+,10.72,0.11,30-Sep-2015,JUN CHEN,2024-05-19,ENSDF
464,K-40,3,0,2.958,,0.5855459735848243,0.0150603292804567,0.0,4-,1248000000.0,3,Y,3.938304361629082e+16,EC+B+,10.72,0.11,30-Sep-2015,JUN CHEN,2024-05-19,ENSDF
