Library index,Radionuclide,Radiation number,Priority number,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
132,Hg-206,6,2,72.874,,3.880929664241089,0.7299506635549972,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
133,Hg-206,7,0,82.629,,1.3198595944969085,0.2490217691117854,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
134,Hg-206,8,0,83.631,,1.7118578940624902,0.322913807586408,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
135,Hg-206,9,0,84.866,,0.3919982995655818,0.0742533047066523,0.0,0+,8.32,7,m,499.2,B-,100.0,,31-Jan-2008,F.G. KONDEV,2024-04-27,ENSDF
136,U-235,1,0,19.55,0.05,0.583,0.011,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
137,U-235,2,0,72.7,0.2,0.309,0.034,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
138,U-235,3,0,96.09,0.02,0.127,0.007,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
139,U-235,4,0,109.176,0.031,1.64,0.07,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
140,U-235,5,0,140.759,0.02,0.211,0.014,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
141,U-235,6,2,143.765,0.002,10.93,0.14,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
142,U-235,7,3,163.357,0.002,5.07,0.07,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
143,U-235,8,0,182.504,0.01,0.411,0.015,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
144,U-235,9,1,185.713,0.002,57.2,0.9,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
145,U-235,10,0,194.942,0.007,0.637,0.015,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
146,U-235,11,0,199.6,0.1,0.1,,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
147,U-235,12,0,202.11,0.003,1.07,0.04,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
148,U-235,13,0,205.311,0.002,5.03,0.07,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
149,U-235,14,0,221.392,0.02,0.115,0.006,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
150,U-235,15,0,279.5,0.05,0.26,,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
151,U-235,16,0,15.784,,27.7,1.8,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
152,U-235,17,0,89.954,,2.9914423277067512,,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
153,U-235,18,0,93.347,,4.838955560832661,,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
154,U-235,19,0,105.566,,1.7218675985269911,,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
155,U-235,20,0,106.894,,2.3021369792305872,,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
156,U-235,21,0,108.58,,0.580269380703596,,0.0,7/2-,704000000.0,1,Y,2.221607588611277e+16,A,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
157,Th-231,1,0,17.195,0.021,0.28,0.1,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
158,Th-231,2,0,25.65,0.02,13.74,0.29,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
159,Th-231,3,0,53.2,0.8,0.48,0.06,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
160,Th-231,4,0,58.57,0.0027,0.471,0.014,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
161,Th-231,5,0,72.751,0.0029,0.26,0.007,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
162,Th-231,6,3,81.228,0.0021,0.904,0.034,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
163,Th-231,7,0,82.087,0.0022,0.422,0.021,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
164,Th-231,8,1,84.214,0.0022,6.8,0.1,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
165,Th-231,9,2,89.95,0.02,1.02,0.034,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
166,Th-231,10,0,99.278,0.0036,0.135,0.007,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
167,Th-231,11,0,102.27,0.0024,0.449,0.014,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
168,Th-231,12,0,163.101,0.0054,0.158,0.006,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
169,Th-231,13,0,16.228,,56.0,3.0,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
170,Th-231,14,0,92.282,,0.35,0.04,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
171,Th-231,15,0,95.865,,0.56,0.06,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
172,Th-231,16,0,108.373,,0.199,0.021,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
173,Th-231,17,0,109.74,,0.27,0.03,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
174,Pa-231,1,0,16.5,0.1,0.220966,0.0090038852169494,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
175,Pa-231,2,0,19.6,,0.34629,0.0991023334740408,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
176,Pa-231,3,0,25.48,0.06,0.118728,0.013334466618504,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
177,Pa-231,4,0,27.36,0.02,10.45466,0.4463772562530488,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
178,Pa-231,5,0,38.2,0.02,0.145112,0.0054880037354214,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
179,Pa-231,6,0,46.34,0.02,0.186337,0.0103537354128836,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
180,Pa-231,7,0,255.78,0.07,0.1058658,0.0019958927626503,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
181,Pa-231,8,0,260.19,0.08,0.1815549,0.0036650231895582,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
182,Pa-231,9,3,283.682,0.016,1.649,0.027,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
183,Pa-231,10,1,300.066,0.01,2.409189,0.0493668606759635,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
184,Pa-231,11,0,302.667,0.009,0.174794,0.0429694184275281,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
185,Pa-231,12,2,302.667,0.009,2.27562,0.3318980982169075,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
186,Pa-231,13,0,330.055,0.015,1.357127,0.0276711572038467,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
187,Pa-231,14,0,340.71,0.06,0.1767728,0.0036018052487606,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
188,Pa-231,15,0,357.11,0.08,0.1675384,0.0033824245268741,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
189,Pa-231,16,0,15.349,,45.0,4.0,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
190,Pa-231,17,0,87.674,,0.7109591202907636,0.018223046000485,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
191,Pa-231,18,0,90.886,,1.1556552670526066,0.0292466872046947,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
192,Pa-231,19,0,102.818,,0.4074904626533538,0.0118178223318976,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
193,Pa-231,20,0,104.107,,0.5431847867169207,0.0156208434101393,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
194,Pa-231,21,0,105.738,,0.1356943240635668,0.0044314864553983,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
195,Ac-227,1,0,15.784,,3.327023481404,0.1932084188805861,0.0,3/2-,21.772,3,Y,687057392.318817,B-,98.62,0.0036,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
196,Fr-223,1,0,20.27,0.05,1.59,0.3516020477756066,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
197,Fr-223,2,0,24.14,0.03,0.285,0.0607453701939497,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
198,Fr-223,3,0,49.8,0.05,2.79,0.6074240693288339,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
199,Fr-223,4,1,50.094,0.015,33.9,7.821662227429666,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
200,Fr-223,5,2,79.651,0.013,8.7,2.1136697944570244,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
201,Fr-223,6,0,134.59,0.05,0.531,0.1077146229627157,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
202,Fr-223,7,0,173.38,0.04,0.117,0.0262975284009733,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
203,Fr-223,8,0,184.68,0.04,0.2481,0.049642667132216,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
204,Fr-223,9,0,204.9,0.04,0.978,0.1983642104816289,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
205,Fr-223,10,3,234.75,0.04,3.0,0.6029925372672534,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
206,Fr-223,11,0,289.68,0.05,0.201,0.0402,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
207,Fr-223,12,0,319.26,0.022,0.489,0.0989436203097501,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
208,Fr-223,13,0,775.83,0.05,0.462,0.1027752888587524,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
209,Fr-223,14,0,14.92,,27.0875921018556,5.219733364592539,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
210,Fr-223,15,0,85.432,,1.6581391447476763,0.2306861991875841,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
211,Fr-223,16,0,88.471,,2.70849255920888,0.3766527299448712,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
212,Fr-223,17,0,100.119,,0.9502684958158468,0.1328406869934379,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
213,Fr-223,18,0,101.37,,1.2619565624434448,0.1763484364100675,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
214,Fr-223,19,0,102.948,,0.3116880666275978,0.0438300381792119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
215,Th-227,1,0,20.25,0.05,0.23736,0.03279173066491,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
216,Th-227,2,0,43.77,0.05,0.21285,0.0222672966477747,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
217,Th-227,3,0,49.82,0.05,0.4257,0.0973230702351708,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
218,Th-227,4,2,50.13,0.01,8.385,0.8130153750083696,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
219,Th-227,5,0,62.45,0.05,0.20253,0.031046624615246,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
220,Th-227,6,0,62.45,0.05,0.20253,0.031046624615246,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
221,Th-227,7,0,79.69,0.02,1.9479,0.1781837815290718,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
222,Th-227,8,0,93.88,0.05,1.51059,0.132785837347211,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
223,Th-227,9,0,113.11,0.05,0.5418,0.0462,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
224,Th-227,10,0,113.11,0.05,0.1548,0.0132,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
225,Th-227,11,0,117.2,0.05,0.19866,0.0220979569191362,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
226,Th-227,12,0,141.42,0.05,0.11868,0.0253294847953921,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
227,Th-227,13,0,141.42,0.05,0.11868,0.0253294847953921,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
228,Th-227,14,0,204.14,0.1,0.22704,0.0322560009920634,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
229,Th-227,15,0,204.98,0.1,0.16383,0.029339408651164,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
230,Th-227,16,0,206.08,0.05,0.25413,0.0336931580591668,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
231,Th-227,17,0,210.62,0.05,1.2513,0.1397819015466594,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
232,Th-227,18,0,218.9,0.05,0.10965,0.01392569208334,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
233,Th-227,19,0,218.9,0.05,0.10965,0.01392569208334,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
234,Th-227,20,0,234.76,0.1,0.4515,0.0643801988192021,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
235,Th-227,21,1,235.96,0.02,12.9,1.1298513176520175,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
236,Th-227,22,0,250.27,0.08,0.4515,0.0545888266955793,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
237,Th-227,23,0,252.5,0.05,0.11094,0.0181417198743669,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
238,Th-227,24,0,254.63,0.03,0.7095,0.1424824550602634,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
239,Th-227,25,3,256.23,0.02,7.0047,0.6110714279034817,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
240,Th-227,26,0,262.87,0.05,0.10707,0.011969314934448,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
241,Th-227,27,0,272.91,0.05,0.50826,0.0440257106700164,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
242,Th-227,28,0,281.42,0.05,0.17802,0.019110847704903,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
243,Th-227,29,0,281.42,0.05,0.17802,0.019110847704903,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
244,Th-227,30,0,286.09,0.2,1.7415,0.2145117479300376,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
245,Th-227,31,0,289.59,0.1,1.935,0.4207065485584934,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
246,Th-227,32,0,296.5,0.05,0.4386,0.0538186770554609,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
247,Th-227,33,0,299.98,0.03,2.2059,0.1988513515166542,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
248,Th-227,34,0,304.5,0.02,1.1481,0.161942613292487,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
249,Th-227,35,0,312.69,0.03,0.516,0.058597696200448,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
250,Th-227,36,0,314.85,0.04,0.4902,0.0569642870577698,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
251,Th-227,37,0,314.85,0.04,0.4902,0.0569642870577698,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
252,Th-227,38,0,329.85,0.02,2.9412,0.2947264494408332,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
253,Th-227,39,0,334.37,0.02,1.1352,0.1239395013706284,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
254,Th-227,40,0,342.55,0.04,0.3483,0.0950588238934187,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
255,Th-227,41,0,350.54,0.07,0.10965,0.0203368163683502,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
256,Th-227,42,0,14.92,,37.477931288936674,,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
257,Th-227,43,0,85.432,,1.5317903675339408,0.0511849721813432,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
258,Th-227,44,0,88.471,,2.502107754874128,0.082981556455508,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
259,Th-227,45,0,100.119,,0.8778588534457317,0.0316910017063479,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
260,Th-227,46,0,101.37,,1.1657965573759317,0.0418561352032204,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
261,Th-227,47,0,102.948,,0.2879377039302,0.0112833781662952,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
262,Ra-223,1,0,122.319,0.01,1.304534,0.0092797567317252,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
263,Ra-223,2,0,144.235,0.01,3.47354,0.0250159888871097,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
264,Ra-223,3,0,154.208,0.01,6.02,0.0567396298895225,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
265,Ra-223,4,0,158.635,0.01,0.738052,0.0051550196895841,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
266,Ra-223,5,0,179.54,0.06,0.1609146,0.0013480476883256,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
267,Ra-223,6,3,269.463,0.01,13.3042,0.0937058077175582,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
268,Ra-223,7,0,288.18,0.03,0.148694,0.0025194334680638,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
