,energy,unc_en,intensity,unc_i,daughter_level_hl,daughter_level_energy,hindrance_factor,unc_hf,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
11,5436.0,4.0,0.07,0.02,,400.62,71.0,21.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
12,5443.0,3.0,0.14,0.01,,393.28,39.0,3.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
13,5540.0,4.0,0.015,,,294.7,1225.0,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
14,5545.0,4.0,0.03,0.01,,288.14,660.0,230.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
15,5554.0,4.0,0.1,,,279.21,222.0,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
16,5563.0,4.0,0.034,,,272.7,698.0,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
17,5580.0,3.0,1.2,0.1,3.5e-11,253.56,25.1,2.2,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
18,5598.0,4.0,0.04,,,234.52,946.0,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
19,5609.0,3.0,1.1,0.1,3.5e-11,224.68,39.0,4.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
20,5637.0,2.0,4.4,0.3,2e-11,195.82,13.6,1.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
21,5682.0,2.0,1.3,0.2,8e-11,150.05,79.0,13.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
22,5724.0,3.0,3.1,0.5,2.8e-10,108.4,53.0,9.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
23,5731.0,2.0,0.87,0.23,,100.93,207.0,55.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
24,5732.0,2.0,8.0,0.5,8e-11,99.62,22.8,1.5,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
25,5732.0,2.0,1.32,0.1,1.6e-10,99.85,138.0,11.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
26,5790.6,2.2,8.6,0.9,,38.53,43.0,5.0,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
27,5792.5,2.2,18.1,2.0,1.5e-09,36.66,20.6,2.3,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
28,5805.0,2.0,0.3,,,26.01,1404.0,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
29,5829.9,1.4,,,,410.3,,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
30,5829.9,1.4,0.023,,,145.93,4661.0,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
31,5829.9,1.4,,,,497.3,,,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
32,5830.0,2.0,50.7,1.5,294.0,0.0,11.1,0.4,89,136,Ac,,0,,(3/2-),9.92,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27
